WAFER_ID,WAFER_SEQ,CHAMBER,STAGE,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER,PAD_GROOVE_DEPTH_UM,PRESS_DOWNFORCE_Z1,PRESS_DOWNFORCE_Z2,PRESS_DOWNFORCE_Z3,PRESS_RETAINING_RING,ROTATION_TABLE_RPM,ROTATION_HEAD_RPM,FLOW_RATE_SLURRY,CURRENT_TABLE_MOTOR,TEMP_PAD,CONDITIONER_DOWNFORCE,RemovalRate,IS_SYNTHETIC
W1_0352,352,Chamber 1,Stage B,352,39.2,618.3,2.407,2.376,2.287,3.283,64.51,60.58,160.03,16.14,32.22,8.41,919.7,True
W1_0353,353,Chamber 1,Stage A,353,39.3,615.7,3.765,3.779,3.631,5.172,92.08,85.61,219.99,19.06,41.06,8.62,2102.8,True
W1_0354,354,Chamber 1,Stage A,354,39.4,619.6,3.768,3.706,3.654,5.157,91.13,86.0,220.32,19.21,41.22,8.46,2068.3,True
W1_0355,355,Chamber 1,Stage A,355,39.5,614.5,3.849,3.763,3.615,5.117,91.86,86.2,221.37,19.16,40.28,8.37,2091.3,True
W1_0356,356,Chamber 1,Stage B,356,39.6,609.7,2.391,2.386,2.219,3.239,64.96,59.82,163.45,16.35,32.15,8.37,906.7,True
W1_0357,357,Chamber 1,Stage A,357,39.7,614.2,3.833,3.737,3.602,5.103,92.15,86.34,218.64,18.85,40.63,8.06,2047.2,True
W1_0358,358,Chamber 1,Stage A,358,39.8,611.8,3.804,3.717,3.69,5.162,92.65,85.44,219.93,19.03,40.67,8.26,2092.1,True
W1_0359,359,Chamber 1,Stage A,359,39.9,605.1,3.821,3.789,3.639,5.083,92.1,85.68,222.96,19.01,40.5,8.46,2090.6,True
W1_0360,360,Chamber 1,Stage B,360,40.0,607.0,2.45,2.326,2.305,3.273,64.35,60.19,157.89,16.27,32.04,8.62,934.5,True
W1_0361,361,Chamber 1,Stage A,361,40.1,608.2,3.793,3.707,3.692,5.095,91.59,86.27,218.41,18.81,40.1,8.36,2081.9,True
W1_0362,362,Chamber 1,Stage A,362,40.2,602.2,3.816,3.718,3.642,5.156,92.51,86.05,219.06,18.88,40.48,8.35,2091.1,True
W1_0363,363,Chamber 1,Stage A,363,40.3,603.9,3.842,3.709,3.677,5.128,91.76,86.24,220.82,19.24,40.83,8.55,2101.5,True
W1_0364,364,Chamber 1,Stage B,364,40.4,599.2,2.403,2.382,2.32,3.241,64.88,59.97,153.66,16.19,32.42,8.53,905.5,True
W1_0365,365,Chamber 1,Stage A,365,40.5,604.2,3.769,3.738,3.657,5.178,91.68,86.01,217.27,19.01,41.01,8.61,2070.5,True
W1_0366,366,Chamber 1,Stage A,366,40.6,601.2,3.791,3.728,3.615,5.087,92.04,86.44,219.49,18.94,40.4,8.46,2043.8,True
W1_0367,367,Chamber 1,Stage A,367,40.7,594.5,3.78,3.746,3.61,5.163,92.27,86.15,218.01,18.93,40.21,8.54,2075.7,True
W1_0368,368,Chamber 1,Stage B,368,40.8,588.9,2.371,2.371,2.305,3.124,65.31,59.99,162.4,16.07,31.56,8.34,891.7,True
W1_0369,369,Chamber 1,Stage A,369,40.9,593.1,3.883,3.715,3.67,5.097,91.16,85.93,219.47,18.95,40.79,8.44,2050.0,True
W1_0370,370,Chamber 1,Stage A,370,41.0,587.8,3.742,3.662,3.67,5.155,91.98,85.44,218.58,18.79,39.73,8.46,2057.1,True
W1_0371,371,Chamber 1,Stage A,371,41.1,584.5,3.823,3.667,3.668,5.09,92.12,85.9,222.64,19.0,40.81,8.37,2054.1,True
W1_0372,372,Chamber 1,Stage B,372,41.2,586.6,2.4,2.35,2.311,3.244,65.32,60.37,157.9,16.21,31.99,8.63,889.0,True
W1_0373,373,Chamber 1,Stage A,373,41.3,582.3,3.786,3.701,3.689,5.097,91.68,86.03,221.37,18.86,41.23,8.48,2044.7,True
W1_0374,374,Chamber 1,Stage A,374,41.4,579.6,3.814,3.645,3.724,5.157,92.06,86.47,224.69,19.06,41.11,8.63,2055.1,True
W1_0375,375,Chamber 1,Stage A,375,41.5,578.8,3.779,3.683,3.646,5.046,92.08,85.99,220.29,19.14,42.08,8.42,2044.6,True
W1_0376,376,Chamber 1,Stage B,376,41.6,586.0,2.37,2.312,2.317,3.206,65.39,60.4,162.75,16.17,32.2,8.37,896.3,True
W1_0377,377,Chamber 1,Stage A,377,41.7,576.4,3.807,3.743,3.623,5.069,91.77,85.95,217.87,18.82,39.7,8.5,2052.8,True
W1_0378,378,Chamber 1,Stage A,378,41.8,576.9,3.769,3.693,3.637,5.162,92.37,85.8,217.69,18.96,40.12,8.54,2046.5,True
W1_0379,379,Chamber 1,Stage A,379,41.9,572.9,3.762,3.73,3.68,5.111,92.54,86.52,223.33,19.08,41.37,8.55,2049.2,True
W1_0380,380,Chamber 1,Stage B,380,42.0,567.4,2.407,2.313,2.3,3.295,64.12,60.61,162.24,16.32,31.97,8.43,914.1,True
W1_0381,381,Chamber 1,Stage A,381,42.1,574.5,3.818,3.718,3.65,5.094,92.7,86.42,218.52,18.96,40.75,8.3,2073.9,True
W1_0382,382,Chamber 1,Stage A,382,42.2,568.8,3.829,3.734,3.606,5.12,92.42,85.98,221.01,18.86,40.26,8.45,2032.6,True
W1_0383,383,Chamber 1,Stage A,383,42.3,569.6,3.772,3.758,3.639,5.203,92.61,85.97,217.98,18.92,39.74,8.19,2043.5,True
W1_0384,384,Chamber 1,Stage B,384,42.4,569.1,2.333,2.316,2.331,3.254,64.94,60.23,163.27,16.41,31.93,8.47,863.0,True
W1_0385,385,Chamber 1,Stage A,385,42.5,567.7,3.797,3.741,3.628,5.128,92.28,87.25,221.62,18.74,40.45,8.37,2043.5,True
W1_0386,386,Chamber 1,Stage A,386,42.6,571.3,3.762,3.755,3.663,5.093,91.94,86.64,221.47,18.87,40.61,8.5,2007.0,True
W1_0387,387,Chamber 1,Stage A,387,42.7,556.5,3.805,3.736,3.646,5.093,91.93,85.36,224.55,18.93,40.07,8.31,2024.4,True
W1_0388,388,Chamber 1,Stage B,388,42.8,556.5,2.438,2.374,2.32,3.276,65.96,60.87,158.63,16.09,32.31,8.74,919.2,True
W1_0389,389,Chamber 1,Stage A,389,42.9,561.0,3.825,3.756,3.586,5.129,92.45,85.93,221.46,18.85,40.66,8.55,2011.9,True
W1_0390,390,Chamber 1,Stage A,390,43.0,557.7,3.801,3.72,3.635,5.115,92.42,85.87,217.32,19.06,40.53,8.61,2022.8,True
W1_0391,391,Chamber 1,Stage A,391,43.1,555.2,3.765,3.717,3.666,5.052,92.08,86.04,220.08,18.85,41.12,8.66,2020.6,True
W1_0392,392,Chamber 1,Stage B,392,43.2,551.8,2.368,2.381,2.374,3.239,65.2,60.03,158.57,16.34,31.46,8.23,903.8,True
W1_0393,393,Chamber 1,Stage A,393,43.3,547.3,3.827,3.69,3.625,5.133,92.41,86.2,220.5,18.86,40.79,8.51,2019.9,True
W1_0394,394,Chamber 1,Stage A,394,43.4,548.2,3.802,3.71,3.724,5.128,91.44,85.95,221.04,18.94,39.92,8.75,1999.0,True
W1_0395,395,Chamber 1,Stage A,395,43.5,541.9,3.792,3.722,3.669,5.096,91.89,85.99,220.3,19.0,40.98,8.51,2021.3,True
W1_0396,396,Chamber 1,Stage B,396,43.6,545.8,2.402,2.366,2.326,3.205,64.74,59.77,161.07,16.17,32.12,8.66,892.0,True
W1_0397,397,Chamber 1,Stage A,397,43.7,546.0,3.822,3.734,3.716,5.087,92.21,85.79,218.26,18.95,41.62,8.5,2011.1,True
W1_0398,398,Chamber 1,Stage A,398,43.8,539.3,3.738,3.721,3.648,5.17,92.39,85.8,219.7,18.63,40.17,8.39,1992.4,True
W1_0399,399,Chamber 1,Stage A,399,43.9,540.2,3.816,3.778,3.609,5.037,91.95,86.01,220.44,19.0,40.62,8.43,1981.9,True
W1_0400,400,Chamber 1,Stage B,400,44.0,543.7,2.406,2.324,2.356,3.208,64.98,60.22,158.82,16.13,32.18,8.22,881.5,True
W1_0401,401,Chamber 1,Stage A,401,44.1,537.6,3.79,3.709,3.652,5.169,92.95,86.33,222.32,18.83,40.27,8.42,1997.2,True
W1_0402,402,Chamber 1,Stage A,402,44.2,532.4,3.812,3.735,3.663,5.145,91.8,85.79,217.6,18.82,40.48,8.77,2046.1,True
W1_0403,403,Chamber 1,Stage A,403,44.3,535.8,3.787,3.736,3.666,5.178,92.72,86.2,217.89,18.83,41.36,8.46,2030.1,True
W1_0404,404,Chamber 1,Stage B,404,44.4,531.2,2.425,2.349,2.279,3.278,65.26,60.39,159.97,16.15,31.92,8.41,875.3,True
W1_0405,405,Chamber 1,Stage A,405,44.5,536.5,3.786,3.68,3.623,5.073,91.84,85.7,216.75,19.01,40.56,8.8,1980.7,True
W1_0406,406,Chamber 1,Stage A,406,44.6,525.0,3.775,3.757,3.632,5.063,92.29,86.52,225.18,19.07,40.69,8.32,1979.0,True
W1_0407,407,Chamber 1,Stage A,407,44.7,534.7,3.777,3.726,3.629,5.163,92.41,86.24,223.24,18.7,40.48,8.56,2005.2,True
W1_0408,408,Chamber 1,Stage B,408,44.8,529.0,2.414,2.307,2.276,3.306,64.93,60.03,161.52,16.13,31.8,8.6,887.9,True
W1_0409,409,Chamber 1,Stage A,409,44.9,519.1,3.792,3.756,3.644,5.087,91.7,85.61,219.46,18.73,40.23,8.69,1978.9,True
W1_0410,410,Chamber 1,Stage A,410,45.0,516.5,3.793,3.718,3.664,5.141,91.52,86.43,220.42,18.91,40.32,8.53,1992.0,True
W1_0411,411,Chamber 1,Stage A,411,45.1,515.0,3.784,3.716,3.656,5.19,91.69,85.8,218.97,18.72,40.52,8.38,1981.0,True
W1_0412,412,Chamber 1,Stage B,412,45.2,523.8,2.383,2.342,2.354,3.226,64.12,59.2,160.07,16.28,31.9,8.59,862.0,True
W1_0413,413,Chamber 1,Stage A,413,45.3,516.6,3.751,3.697,3.594,5.116,91.98,86.05,220.12,18.94,39.77,8.36,1952.0,True
W1_0414,414,Chamber 1,Stage A,414,45.4,514.4,3.848,3.687,3.614,5.075,91.97,86.17,221.48,18.57,39.83,8.89,1966.0,True
W1_0415,415,Chamber 1,Stage A,415,45.5,509.6,3.773,3.775,3.673,5.131,92.54,85.39,217.34,18.83,40.32,8.17,1985.5,True
W1_0416,416,Chamber 1,Stage B,416,45.6,518.2,2.424,2.359,2.326,3.145,65.12,59.52,159.21,16.18,31.65,8.58,856.6,True
W1_0417,417,Chamber 1,Stage A,417,45.7,512.1,3.794,3.758,3.632,5.104,91.69,86.35,218.58,18.78,39.74,8.6,1955.7,True
W1_0418,418,Chamber 1,Stage A,418,45.8,508.9,3.764,3.752,3.645,5.121,92.26,86.39,219.96,18.63,39.65,8.38,1976.2,True
W1_0419,419,Chamber 1,Stage A,419,45.9,503.3,3.821,3.706,3.646,5.189,92.14,85.98,218.8,18.86,39.98,8.41,1965.5,True
W1_0420,420,Chamber 1,Stage B,420,46.0,506.2,2.453,2.362,2.262,3.218,65.04,60.68,157.78,16.22,31.94,8.65,863.6,True
W1_0421,421,Chamber 1,Stage A,421,46.1,503.9,3.799,3.744,3.681,5.093,91.21,85.99,220.59,18.99,40.35,8.54,1969.7,True
W1_0422,422,Chamber 1,Stage A,422,46.2,506.7,3.785,3.719,3.697,5.121,91.99,85.81,222.2,18.93,40.63,8.79,1929.7,True
W1_0423,423,Chamber 1,Stage A,423,46.3,493.3,3.804,3.737,3.627,5.111,91.84,86.41,219.24,18.91,40.2,8.81,1951.7,True
W1_0424,424,Chamber 1,Stage B,424,46.4,503.3,2.448,2.373,2.32,3.248,64.45,59.81,161.68,16.03,31.41,8.34,875.9,True
W1_0425,425,Chamber 1,Stage A,425,46.5,495.3,3.819,3.732,3.684,5.054,92.2,86.25,217.52,18.9,40.07,8.27,1962.2,True
W1_0426,426,Chamber 1,Stage A,426,46.6,495.7,3.782,3.758,3.648,5.121,91.96,86.52,218.5,19.16,40.49,8.7,1945.8,True
W1_0427,427,Chamber 1,Stage A,427,46.7,491.6,3.763,3.753,3.699,5.213,92.49,85.92,219.27,19.07,41.35,8.25,1984.6,True
W1_0428,428,Chamber 1,Stage B,428,46.8,496.8,2.412,2.347,2.323,3.237,64.42,60.03,162.1,16.19,31.63,8.5,855.4,True
W1_0429,429,Chamber 1,Stage A,429,46.9,489.5,3.801,3.745,3.681,5.165,92.11,85.6,219.99,18.74,40.2,8.42,1925.5,True
W1_0430,430,Chamber 1,Stage A,430,47.0,496.7,3.806,3.684,3.648,5.225,92.41,86.66,220.78,18.52,39.97,8.68,1969.8,True
W1_0431,431,Chamber 1,Stage A,431,47.1,488.0,3.783,3.716,3.625,5.149,92.45,85.3,220.82,18.82,40.47,8.46,1933.1,True
W1_0432,432,Chamber 1,Stage B,432,47.2,477.0,2.429,2.365,2.311,3.176,64.85,60.36,160.08,16.27,32.47,8.6,861.5,True
W1_0433,433,Chamber 1,Stage A,433,47.3,482.3,3.795,3.714,3.66,5.122,91.87,85.29,218.12,19.05,40.86,8.57,1945.6,True
W1_0434,434,Chamber 1,Stage A,434,47.4,481.7,3.811,3.702,3.674,5.138,92.12,85.69,221.41,18.76,39.9,8.81,1951.3,True
W1_0435,435,Chamber 1,Stage A,435,47.5,478.7,3.715,3.765,3.671,5.043,91.76,86.63,222.9,18.82,40.32,8.64,1954.4,True
W1_0436,436,Chamber 1,Stage B,436,47.6,483.5,2.376,2.382,2.303,3.309,64.73,59.98,158.16,15.93,31.42,8.5,866.9,True
W1_0437,437,Chamber 1,Stage A,437,47.7,475.1,3.748,3.764,3.723,5.132,91.74,87.13,217.36,18.95,40.97,8.5,1944.9,True
W1_0438,438,Chamber 1,Stage A,438,47.8,473.1,3.79,3.694,3.649,5.102,91.4,86.5,219.0,18.63,40.23,8.31,1927.6,True
W1_0439,439,Chamber 1,Stage A,439,47.9,479.5,3.851,3.74,3.636,5.093,91.96,86.25,219.95,18.84,40.26,8.47,1909.2,True
W1_0440,440,Chamber 1,Stage B,440,48.0,466.4,2.409,2.329,2.361,3.244,64.59,60.34,160.8,16.11,31.9,8.56,867.8,True
W1_0441,441,Chamber 1,Stage A,441,48.1,476.4,3.787,3.776,3.625,5.1,91.82,85.51,215.58,18.83,40.32,8.47,1920.7,True
W1_0442,442,Chamber 1,Stage A,442,48.2,472.2,3.794,3.707,3.64,5.159,92.56,85.75,220.2,18.57,39.96,8.55,1894.9,True
W1_0443,443,Chamber 1,Stage A,443,48.3,467.0,3.788,3.73,3.647,5.081,91.98,85.51,222.78,18.85,39.88,8.3,1910.3,True
W1_0444,444,Chamber 1,Stage B,444,48.4,466.7,2.426,2.353,2.319,3.191,64.44,60.04,159.36,15.98,31.85,8.59,881.0,True
W1_0445,445,Chamber 1,Stage A,445,48.5,465.2,3.821,3.699,3.657,5.065,92.18,85.86,220.06,18.74,39.67,8.6,1950.0,True
W1_0446,446,Chamber 1,Stage A,446,48.6,463.1,3.818,3.721,3.706,5.043,92.04,85.35,214.99,18.85,40.31,8.54,1967.1,True
W1_0447,447,Chamber 1,Stage A,447,48.7,466.9,3.815,3.705,3.657,5.118,91.84,86.73,222.35,18.86,39.42,8.52,1916.4,True
W1_0448,448,Chamber 1,Stage B,448,48.8,465.6,2.443,2.359,2.279,3.118,65.27,59.67,160.35,16.16,31.77,8.31,834.0,True
W1_0449,449,Chamber 1,Stage A,449,48.9,451.5,3.782,3.674,3.645,5.132,92.06,86.54,219.53,18.71,40.09,8.48,1897.2,True
W1_0450,450,Chamber 1,Stage A,450,49.0,455.2,3.843,3.687,3.63,5.148,91.52,85.4,215.75,18.63,40.85,8.61,1880.0,True
W2_0001,1,Chamber 2,Stage A,1,12.1,1197.0,3.807,3.71,3.666,5.081,91.45,85.28,215.55,19.63,42.25,8.42,2558.9,True
W2_0002,2,Chamber 2,Stage A,2,12.2,1192.8,3.746,3.707,3.63,5.097,91.72,85.74,219.23,19.44,42.63,8.4,2547.5,True
W2_0003,3,Chamber 2,Stage A,3,12.3,1186.0,3.751,3.735,3.623,5.146,91.04,86.56,221.34,19.29,42.48,8.27,2522.9,True
W2_0004,4,Chamber 2,Stage B,4,12.4,1183.3,2.389,2.345,2.325,3.17,64.39,60.18,162.01,16.63,32.98,8.26,1137.6,True
W2_0005,5,Chamber 2,Stage A,5,12.5,1190.8,3.795,3.756,3.621,5.111,91.93,84.84,223.34,19.71,42.66,8.36,2544.6,True
W2_0006,6,Chamber 2,Stage A,6,12.6,1190.8,3.773,3.748,3.592,5.162,91.56,86.5,220.32,19.46,42.04,8.6,2550.9,True
W2_0007,7,Chamber 2,Stage A,7,12.7,1183.2,3.835,3.736,3.619,5.09,92.04,85.07,223.35,19.81,42.52,8.57,2579.6,True
W2_0008,8,Chamber 2,Stage B,8,12.8,1190.0,2.423,2.352,2.258,3.265,65.33,59.76,162.33,16.39,32.6,8.25,1127.6,True
W2_0009,9,Chamber 2,Stage A,9,12.9,1188.6,3.816,3.75,3.644,5.16,91.82,86.82,218.37,19.74,42.33,8.82,2570.6,True
W2_0010,10,Chamber 2,Stage A,10,13.0,1185.4,3.837,3.734,3.63,5.179,92.0,86.27,215.69,19.57,42.94,8.57,2564.7,True
W2_0011,11,Chamber 2,Stage A,11,13.1,1177.9,3.77,3.773,3.708,5.15,92.64,85.77,218.41,19.71,42.8,8.51,2579.1,True
W2_0012,12,Chamber 2,Stage B,12,13.2,1183.5,2.416,2.378,2.309,3.298,64.51,60.19,157.66,16.39,32.45,8.33,1140.2,True
W2_0013,13,Chamber 2,Stage A,13,13.3,1178.0,3.79,3.676,3.682,5.088,91.98,86.18,220.4,19.82,42.48,8.66,2549.3,True
W2_0014,14,Chamber 2,Stage A,14,13.4,1175.2,3.829,3.731,3.66,5.255,91.89,85.87,220.23,19.34,41.51,8.66,2531.3,True
W2_0015,15,Chamber 2,Stage A,15,13.5,1175.7,3.815,3.697,3.605,5.133,92.35,85.32,221.64,19.84,43.16,8.62,2526.9,True
W2_0016,16,Chamber 2,Stage B,16,13.6,1177.7,2.388,2.352,2.35,3.173,64.66,60.55,162.04,16.67,33.08,8.45,1146.6,True
W2_0017,17,Chamber 2,Stage A,17,13.7,1174.3,3.879,3.742,3.649,5.166,91.85,86.96,220.36,19.61,42.83,8.46,2572.3,True
W2_0018,18,Chamber 2,Stage A,18,13.8,1170.8,3.755,3.73,3.662,5.215,91.69,85.49,218.21,19.69,43.37,8.3,2546.9,True
W2_0019,19,Chamber 2,Stage A,19,13.9,1164.1,3.797,3.714,3.639,5.053,92.11,85.98,221.49,19.52,42.21,8.51,2552.6,True
W2_0020,20,Chamber 2,Stage B,20,14.0,1164.1,2.403,2.359,2.282,3.211,65.09,59.55,160.7,16.41,33.62,8.37,1140.4,True
W2_0021,21,Chamber 2,Stage A,21,14.1,1162.3,3.831,3.686,3.662,5.086,91.92,85.59,221.64,19.58,42.6,8.37,2541.0,True
W2_0022,22,Chamber 2,Stage A,22,14.2,1159.1,3.806,3.77,3.625,5.189,92.6,85.67,217.09,19.5,42.98,8.55,2541.2,True
W2_0023,23,Chamber 2,Stage A,23,14.3,1156.1,3.833,3.707,3.649,5.178,91.81,85.98,219.97,19.61,42.68,8.6,2537.2,True
W2_0024,24,Chamber 2,Stage B,24,14.4,1163.9,2.408,2.409,2.277,3.201,64.65,60.29,160.9,16.27,32.7,8.48,1143.0,True
W2_0025,25,Chamber 2,Stage A,25,14.5,1160.1,3.762,3.678,3.695,5.099,92.45,85.94,219.68,19.39,42.24,8.57,2518.1,True
W2_0026,26,Chamber 2,Stage A,26,14.6,1161.8,3.792,3.719,3.612,5.21,92.35,86.39,219.39,19.67,43.18,8.24,2545.3,True
W2_0027,27,Chamber 2,Stage A,27,14.7,1153.2,3.799,3.762,3.68,5.076,91.73,86.38,214.57,19.38,41.98,8.48,2549.1,True
W2_0028,28,Chamber 2,Stage B,28,14.8,1148.6,2.367,2.421,2.36,3.182,65.63,59.84,160.26,16.47,33.09,8.49,1146.1,True
W2_0029,29,Chamber 2,Stage A,29,14.9,1146.4,3.773,3.675,3.648,5.07,91.89,86.55,222.4,19.54,42.96,8.5,2521.7,True
W2_0030,30,Chamber 2,Stage A,30,15.0,1151.9,3.812,3.749,3.629,5.145,91.85,85.93,215.02,19.64,42.66,8.47,2525.0,True
W2_0031,31,Chamber 2,Stage A,31,15.1,1159.4,3.794,3.696,3.688,5.176,91.76,86.2,221.07,19.28,42.2,8.6,2530.5,True
W2_0032,32,Chamber 2,Stage B,32,15.2,1147.8,2.409,2.34,2.238,3.309,64.46,59.6,159.34,16.48,32.7,8.71,1104.4,True
W2_0033,33,Chamber 2,Stage A,33,15.3,1140.7,3.802,3.753,3.677,5.155,91.86,86.3,219.82,19.6,42.47,8.34,2546.3,True
W2_0034,34,Chamber 2,Stage A,34,15.4,1149.8,3.802,3.727,3.654,5.176,92.41,85.76,218.77,19.58,43.19,8.34,2534.4,True
W2_0035,35,Chamber 2,Stage A,35,15.5,1134.5,3.815,3.737,3.612,5.164,91.63,85.55,219.31,19.56,41.87,8.41,2535.3,True
W2_0036,36,Chamber 2,Stage B,36,15.6,1138.5,2.429,2.328,2.33,3.237,65.01,59.93,162.42,16.56,33.2,8.31,1170.8,True
W2_0037,37,Chamber 2,Stage A,37,15.7,1144.2,3.829,3.721,3.685,5.13,91.84,86.52,219.02,19.64,42.59,8.29,2550.5,True
W2_0038,38,Chamber 2,Stage A,38,15.8,1136.6,3.759,3.711,3.639,5.124,92.03,86.28,219.11,19.47,42.09,8.52,2517.0,True
W2_0039,39,Chamber 2,Stage A,39,15.9,1144.2,3.801,3.726,3.635,5.194,91.53,85.71,225.56,19.12,42.1,8.34,2512.9,True
W2_0040,40,Chamber 2,Stage B,40,16.0,1132.3,2.354,2.293,2.259,3.285,65.45,59.79,161.37,16.25,32.79,8.71,1096.1,True
W2_0041,41,Chamber 2,Stage A,41,16.1,1130.3,3.792,3.718,3.682,5.194,91.93,86.44,220.72,19.84,42.85,8.51,2514.7,True
W2_0042,42,Chamber 2,Stage A,42,16.2,1133.9,3.796,3.737,3.686,5.129,91.43,86.34,221.51,19.45,42.0,8.21,2519.0,True
W2_0043,43,Chamber 2,Stage A,43,16.3,1127.3,3.804,3.685,3.674,5.058,92.13,85.67,219.27,19.54,42.98,8.58,2525.0,True
W2_0044,44,Chamber 2,Stage B,44,16.4,1124.1,2.405,2.365,2.301,3.15,65.13,60.15,158.64,16.5,33.14,8.31,1115.6,True
W2_0045,45,Chamber 2,Stage A,45,16.5,1126.3,3.839,3.728,3.631,5.155,91.67,86.6,222.71,19.3,41.47,8.43,2512.1,True
W2_0046,46,Chamber 2,Stage A,46,16.6,1122.3,3.79,3.684,3.64,5.155,92.21,85.24,219.74,19.46,42.82,8.29,2490.4,True
W2_0047,47,Chamber 2,Stage A,47,16.7,1120.9,3.732,3.734,3.64,5.179,91.56,85.75,216.99,19.24,42.12,8.35,2497.9,True
W2_0048,48,Chamber 2,Stage B,48,16.8,1111.3,2.362,2.347,2.322,3.18,65.32,59.66,159.03,16.37,32.6,8.58,1124.0,True
W2_0049,49,Chamber 2,Stage A,49,16.9,1118.2,3.745,3.742,3.679,5.084,91.9,86.12,221.39,19.46,41.98,8.2,2555.5,True
W2_0050,50,Chamber 2,Stage A,50,17.0,1116.1,3.758,3.736,3.688,5.135,91.64,86.38,221.33,19.66,42.84,8.35,2519.4,True
W2_0051,51,Chamber 2,Stage A,51,17.1,1112.8,3.837,3.688,3.661,5.061,92.43,85.9,222.54,19.53,42.43,8.57,2538.6,True
W2_0052,52,Chamber 2,Stage B,52,17.2,1115.3,2.391,2.356,2.283,3.325,65.06,58.92,160.68,16.48,32.5,8.45,1128.7,True
W2_0053,53,Chamber 2,Stage A,53,17.3,1110.5,3.79,3.723,3.649,5.09,92.23,86.18,223.08,19.32,42.4,8.69,2529.5,True
W2_0054,54,Chamber 2,Stage A,54,17.4,1115.5,3.769,3.732,3.568,5.042,91.93,86.03,219.26,19.4,42.04,8.26,2490.3,True
W2_0055,55,Chamber 2,Stage A,55,17.5,1109.2,3.812,3.702,3.64,5.06,91.96,86.44,221.37,19.43,42.67,8.71,2536.6,True
W2_0056,56,Chamber 2,Stage B,56,17.6,1103.6,2.421,2.396,2.298,3.251,65.52,59.95,157.36,16.55,32.77,8.82,1126.7,True
W2_0057,57,Chamber 2,Stage A,57,17.7,1105.1,3.808,3.67,3.639,5.142,91.89,85.38,223.19,19.5,42.62,8.52,2493.9,True
W2_0058,58,Chamber 2,Stage A,58,17.8,1106.0,3.765,3.768,3.629,5.038,92.53,85.8,218.78,19.68,42.6,8.24,2526.4,True
W2_0059,59,Chamber 2,Stage A,59,17.9,1107.0,3.798,3.673,3.624,5.139,91.69,86.08,221.36,19.37,42.43,8.64,2488.8,True
W2_0060,60,Chamber 2,Stage B,60,18.0,1102.8,2.471,2.309,2.297,3.121,65.08,60.15,159.92,16.48,32.52,8.4,1117.1,True
W2_0061,61,Chamber 2,Stage A,61,18.1,1095.9,3.753,3.738,3.636,5.092,91.7,85.84,220.76,19.28,42.07,8.3,2517.5,True
W2_0062,62,Chamber 2,Stage A,62,18.2,1105.0,3.78,3.695,3.702,5.158,91.63,86.44,220.4,19.47,41.99,8.54,2499.2,True
W2_0063,63,Chamber 2,Stage A,63,18.3,1097.6,3.762,3.77,3.645,5.145,92.33,85.75,221.73,19.27,41.81,8.09,2504.2,True
W2_0064,64,Chamber 2,Stage B,64,18.4,1095.5,2.421,2.359,2.284,3.258,65.05,60.37,161.55,16.34,32.38,8.5,1119.3,True
W2_0065,65,Chamber 2,Stage A,65,18.5,1094.8,3.821,3.722,3.648,5.137,91.79,85.63,216.49,19.49,42.24,8.4,2505.7,True
W2_0066,66,Chamber 2,Stage A,66,18.6,1091.2,3.768,3.754,3.682,5.074,91.67,86.48,219.71,19.21,41.8,8.17,2503.7,True
W2_0067,67,Chamber 2,Stage A,67,18.7,1091.7,3.844,3.715,3.68,5.201,92.57,86.11,216.07,19.81,42.82,8.57,2537.7,True
W2_0068,68,Chamber 2,Stage B,68,18.8,1085.1,2.433,2.362,2.229,3.215,65.48,59.68,159.55,16.42,33.43,8.34,1116.1,True
W2_0069,69,Chamber 2,Stage A,69,18.9,1082.3,3.818,3.739,3.672,5.147,93.17,85.59,216.58,19.24,41.45,8.44,2508.0,True
W2_0070,70,Chamber 2,Stage A,70,19.0,1085.1,3.816,3.709,3.643,5.175,91.69,85.89,220.73,19.23,41.5,8.21,2521.3,True
W2_0071,71,Chamber 2,Stage A,71,19.1,1074.0,3.825,3.718,3.657,5.213,91.15,86.17,224.27,19.63,42.65,8.54,2493.8,True
W2_0072,72,Chamber 2,Stage B,72,19.2,1079.5,2.365,2.319,2.329,3.284,65.13,60.33,159.67,16.39,32.66,8.68,1122.6,True
W2_0073,73,Chamber 2,Stage A,73,19.3,1078.4,3.829,3.69,3.615,5.164,91.96,85.82,221.78,19.56,42.54,8.41,2507.0,True
W2_0074,74,Chamber 2,Stage A,74,19.4,1072.2,3.837,3.696,3.621,5.012,92.67,85.65,219.75,19.4,42.4,8.36,2500.6,True
W2_0075,75,Chamber 2,Stage A,75,19.5,1079.2,3.775,3.661,3.605,5.139,91.21,85.41,220.0,19.48,43.16,8.42,2453.1,True
W2_0076,76,Chamber 2,Stage B,76,19.6,1067.5,2.382,2.307,2.304,3.231,64.83,60.18,158.5,16.28,32.72,8.33,1117.1,True
W2_0077,77,Chamber 2,Stage A,77,19.7,1068.5,3.783,3.716,3.629,5.102,92.75,85.66,224.88,19.7,42.4,8.57,2472.3,True
W2_0078,78,Chamber 2,Stage A,78,19.8,1072.3,3.777,3.725,3.596,5.131,92.68,86.06,219.41,19.72,42.27,8.41,2511.8,True
